SNAPSHOT	DOCUMENTED	COMMIT NOTES
9420	NO	This is a merge of the NETLOGON schannel server code from Samba TNG. Actually  it exists in the main Samba cvs tree in APPLIANCE_TNG as I found out later :-)  It adds a new parameter: server schannel = yes/auto/no defaulting to auto.  What does this mean to the user: No requireSignOrSeal registry patch for XP anymore.  Many thanks for this code to Luke Leighton  Elrond and anybody else I forgot to mention.  My next thing will be to see if this applies cleanly to 3_0.  Please test and comment!  Volker 
9430	NO	don't rely on realloc() working on NULL 
9448	NO	 BUGS.txt -> Bugs Appendix in HOWTO collection 
9463	NO	Rewrite of smbcontrol - it was a bit of a mess.  It should now be much nicer to use and more hackable.   - converted to popt   - text message destinations (except for broadcast smbd) are resolved    using files in piddir so the string 'winbindd' is now a destination   - added --timeout option to specify timeout value   - deleted complicated handling of debug args as separate command line    arguments: use shell quoting instead   - deleted interactive mode as punishment for using strtok() (-:   - much improved command line argument checking  Some of this stuff was broken before I started (print notify  profiling) but the basics still work (ping  pool-usage  debug  debuglevel). 
9466	NO	Put the core schannel functions to parse_prs.c. They are also used by schannel clients.  Volker 
9488	YES	" strncat get sometimes optimized to strcat by glibc and that triggers our ""don't use strcat"" define  reworked to snprintf "
9491	YES	Multi-line string constants have been deprecated in newer versions of gcc. Found by Guenther Deschner. 
9492	NO	Doc.  Add additional test case for a bug recently found in rsync by Paul Green.  Appparently it was fixed here a while ago. 
9499	YES	Removed unused variable. 
9515	NO	Store the type of 'sec channel' that we establish to the DC.  If we are a workstation  we have to use the workstation type  if we have a BDC account  we must use the BDC type - even if we are pretending to be a workstation at the moment.  Also actually store and retreive the last change time  so we can do periodic password changes again (for RPC at least).  And finally  a couple of minor fixes to 'net'.  Andrew Bartlett 
9526	NO	 Updates to editreg.c to provide more functionality ...  Hopefully more coming ... 
9594	NO	Move pdb_mysql and pdb_xml from modules/ to passdb/  just like they are in 3_0 
9610	NO	 make winbind use idmap as well. change idmap_init call  removed ldap backend for winbind idmap  seem it had problems anyway and it have to be reworked to work with idmap without calling winbind code.  simo 
9616	NO	Update for the new modules system. Also  use Makefile rather then Makefile.in because we don't generate Makefile from configure anymore. 
9626	NO	Typo in error message  Volker 
9649	NO	Refactor existing sock_exec() and socketpair_tcp() functions into their own source file. I will be making changes to sock_exec to work on VOS  which has a blocking connect() call  but first I want to get it in its own source file so that it can be called from a test program. 
9691	NO	Patch from metze and me that adds dummy smb_register_*() functions 
9781	NO	trying to get HEAD building again.  If you want the code prior to this merge  checkout HEAD_PRE_3_0_0_BETA_3_MERGE 
9790	NO	 port latest changes from SAMBA_3_0 tree 
9805	NO	syncing files 
9806	NO	sync 3.0 into HEAD for the last time 
9807	YES	removing unused files 
9811	YES	Remove another dead file. 
9812	YES	Remove obsolete files. 
9857	NO	Merge from 3.0:  >Fix to parse the level-2 strings. From Anthony Liguori aliguor@us.ibm.com. >Jeremy. 
9874	YES	 split some security related functions in their own files. (no need to include all of smbd files to use some basic sec functions)  also minor compile fixes 
9896	NO	 So here it is a non-intrusive patch with my latest work on gums (the laternative to the current passdb). Currently it is run through a comatibility module in the passdb layer  with a subset of the functionality it may provide. It is still work in progress  but as someone asked me about it  and as it should make no difference to the normal code  I tought it was a good idea to put it into. It adds a dependency on perl. I know it is not very nice  but I'm sure we will work out a solution for that.  As always blame me if I break something  but try to fix yourself  as I am busy-busy-busy :-)  Simo. 
9899	YES	Enclose usage of st_blksize and st_blocks struct stat members in #ifdef HAVE_STAT_ST_BLKSIZE and #ifdef HAVE_STAT_ST_BLOCKS  respectively.  Fixes bug 550 reported by Joachim Schmitz <schmitz@hp.com>. 
9919	NO	Merge tridge's tdb updates. Jeremy. 
9932	NO	Merge tridge's AIX fixes. Jeremy. 
9981	YES	Fix coredump in cli_get_backup_list. Jeremy. 
10031	YES	(merge from 3.0)  Changes all over the shop  but all towards:  - NTLM2 support in the server  - KEY_EXCH support in the server  - variable length session keys.  In detail:   - NTLM2 is an extension of NTLMv1  that is compatible with existing domain controllers (unlike NTLMv2  which requires a DC upgrade).   * This is known as 'NTLMv2 session security' *  (This is not yet implemented on the RPC pipes however  so there may well still be issues for PDC setups  particuarly around password changes.  We do not fully understand the sign/seal implications of NTLM2 on RPC pipes.)  This requires modifications to our authentication subsystem  as we must handle the 'challege' input into the challenge-response algorithm being changed.  This also needs to be turned off for 'security=server'  which does not support this.  - KEY_EXCH is another 'security' mechanism  whereby the session key actually used by the server is sent by the client  rather than being the shared-secret directly or indirectly.  - As both these methods change the session key  the auth subsystem needed to be changed  to 'override' session keys provided by the backend.  - There has also been a major overhaul of the NTLMSSP subsystem  to merge the 'client' and 'server' functions  so they both operate on a single structure.  This should help the SPNEGO implementation.  - The 'names blob' in NTLMSSP is always in unicode - never in ascii. Don't make an ascii version ever.  - The other big change is to allow variable length session keys.  We have always assumed that session keys are 16 bytes long - and padded to this length if shorter.  However  Kerberos session keys are 8 bytes long  when the krb5 login uses DES.   * This fix allows SMB signging on machines not yet running MIT KRB5 1.3.1. *  - Add better DEBUG() messages to ntlm_auth  warning administrators of misconfigurations that prevent access to the privileged pipe.  This should help reduce some of the 'it just doesn't work' issues.  - Fix data_blob_talloc() to behave the same way data_blob() does when passed a NULL data pointer.  (just allocate)   REMEMBER to make clean after this commit - I have changed plenty of data structures...  Andrew Bartlett 
10105	NO	"Fix our parsing of the LDAP url. We get around it as all decent systems seem to have ldap_initialize.  Thanks to abartlet for the fix (and the bug in the first place ;-))  Volker "
10133	YES	(merge from 3.0)  Refactor our authentication and authentication testing code.  The next move will be to remove our password checking code from the SAM authentication backend  and into a file where other parts of samba can use it.  The ntlm_auth changes provide for better use of common code.  Andrew Bartlett 
10134	YES	(merge from 3.0)  Move our basic password checking code from inside the authentication subsystem into a seperate file - ntlm_check.c.  This allows us to call these routines from ntlm_auth.  The purpose of this exercise is to allow ntlm_auth (when operating as an NTLMSSP server) to avoid talking to winbind.  This should allow for easier debugging.  ntlm_auth itself has been reorgainised  so as to share more code between the SPNEGO-wrapped and 'raw' NTLMSSP modes.  A new 'client' NTLMSSP mode has been added  for use with a Cyrus-SASL module I am writing (based on vl's work)  Andrew Bartlett 
10156	NO	Merge NTLMSSP fixes from 3.0 to HEAD.  Andrew Bartlett 
10174	NO	sync HEAD with recent changes in 3.0 
10223	NO	updated the head branch as well 
10232	NO	"* BUG 101: patch from j.lu@tiesse.com to set the SV_TYPE_PRINTQ_SERVER; * don't set the unix_ERR_XX code in mkdir_internal  let the error mapping   handle it. "
10249	YES	(merge from 3.0)  Remove more unused portions of the 'password cache'.  Andrew Bartlett 
10318	NO	Make us bug-for-bug compatible with W2K3 - to get delete on close semantics on an initial open the desired_access field *must* contain DELETE_ACCESS  simply having it map from a GENERIC_ALL won't do. Fixes delete on close test. Jeremy. 
10424	NO	First part of patch from moriyama@miraclelinux.com (MORIYAMA Masayuki) to fix up netbios names with mb strings. Includes reformat of libsmb/nmblib.c so it's readable. Jeremy. 
10425	YES	Modified fix for bugid #784. Based on a patch from moriyama@miraclelinux.com (MORIYAMA Masayuki). Don't use nstrings to hold workgroup and netbios names. The problem with them is that MB netbios and workgroup names in unix charset (particularly utf8) may be up to 3x bigger than the name when represented in dos charset (ie. cp932). So go back to using fstrings for these but translate into nstrings (ie. 16 byte length values) for transport on the wire. Jeremy. 
10495	YES	Fix get/set of EA's in client library. Added torture test for it. Jeremy. 
10497	NO	Merge nss_winbind stuff from 3_0 to HEAD.  Volker 
